COUNTRY,CITY,VALUE
US,Fort Worth,21
IN,Jaipur,157
IN,Mumbai,162
IN,Visakhapatnam,151
US,Tucson,25
IN,Muzaffarnagar,284
IN,Thiruvananthapuram,98
IN,Patna,196
IN,Bengaluru,89
US,Las Vegas,18
US,Washington D.C.,17
US,Hartford,15
US,Providence,13
US,Staten Island,18
US,Milwaukee,30
US,Charlotte,21
US,Brooklyn,20
US,Atlanta,34
US,Springfield,53
US,San Francisco,38
US,Albuquerque,16
US,Salt Lake City,16
US,Salem,35
US,Denver,17
US,Manhattan,20
US,Philadelphia,25
US,Dallas,26
US,Indianapolis,39
US,Houston,23
US,Seattle,42
US,Chicago,30
US,Jackson,10
IN,Bhopal,142
US,Brooklyn,30
US,Springfield,31
IN,Hyderabad,154
US,Indianapolis,37
IN,Mumbai,158
US,Staten Island,29
IN,Shillong,157
IN,Kolkata,174
US,Fort Worth,21
US,Atlanta,13
US,Portland,38
US,Boston,30
IN,Ghāziābād,167
IN,Jaipur,155
IN,Lucknow,171
US,Baltimore,21
IN,Bengaluru,103
US,Los Angeles,57
US,Houston,19
US,Little Rock,21
US,Oakland,34
US,Tallahassee,23
US,Raleigh,30
IN,Hāpur,158
US,Detroit,29
US,Chicago,21
US,Tucson,17
US,Boise,21
IN,Delhi,165
IN,Patna,172
US,Sacramento,38
US,Charlotte,24
US,Phoenix,38
IN,Visakhapatnam,166
US,Queens,33
US,Denver,46
US,Milwaukee,17
US,Omaha,21
US,Fresno,57
US,Seattle,23
US,Jacksonville,43
US,Hartford,39
IN,Thiruvananthapuram,118
IN,Chennai,121
US,San Antonio,21
IN,Nashik,156
US,San Diego,35
US,El Paso,35
US,Madison,16
US,Nashville,20
US,Washington D.C.,17
US,Columbia,19
IN,Chandigarh,125
US,Salem,27
US,Philadelphia,40
US,Austin,22
IN,New Delhi,170
US,Columbus,27
US,Miami,55
US,Dallas,25
US,The Bronx,37
US,Providence,21
IN,Nagpur,99
US,Honolulu,21
US,San Francisco,34
US,San Jose,34
US,Memphis,22
US,Las Vegas,28
US,Saint Paul,30
IN,Gandhinagar,157
US,Manhattan,31
US,Albuquerque,15
US,Oklahoma City,16
IN,Muzaffarnagar,158
IN,Thrissur,168
US,Salt Lake City,20
IN,New Delhi,158
US,El Paso,34
US,Manhattan,28
IN,Nagpur,71
IN,Delhi,159
US,Charlotte,13
US,Providence,21
US,Atlanta,26
US,Dallas,21
US,Staten Island,19
US,Little Rock,20
US,Detroit,32
IN,Hāpur,137
IN,Bengaluru,128
US,Phoenix,35
US,Washington D.C.,17
US,Omaha,21
US,Seattle,13
US,Miami,43
US,Hartford,17
US,Chicago,33
US,Baltimore,18
IN,Gandhinagar,135
US,Philadelphia,25
IN,Thrissur,162
US,Columbia,18
IN,Shillong,161
US,The Bronx,28
IN,Thiruvananthapuram,111
US,Indianapolis,33
US,Jacksonville,24
US,San Antonio,25
US,Las Vegas,35
IN,Hyderabad,161
US,Oakland,34
IN,Lucknow,157
US,San Jose,34
US,Sacramento,30
IN,Kolkata,172
US,Springfield,36
US,Brooklyn,29
IN,Ghāziābād,155
US,Houston,19
US,Los Angeles,57
US,Raleigh,17
US,Queens,26
US,Tallahassee,20
US,Salem,13
IN,Jaipur,123
IN,Mumbai,153
US,San Francisco,34
IN,Patna,169
US,Austin,20
US,Honolulu,30
US,Fort Worth,17
IN,Chennai,153
US,Boston,17
US,Columbus,28
US,Jackson,20
US,San Diego,49
US,Saint Paul,38
US,Milwaukee,35
US,Oklahoma City,20
US,Memphis,25
IN,Chandigarh,118
US,Portland,13
IN,Muzaffarnagar,153
US,Salt Lake City,16
IN,Visakhapatnam,157
US,Boise,17
US,Tucson,17
US,Nashville,26
US,Madison,32
IN,Bhopal,135
US,Fresno,61
US,Albuquerque,24
US,Denver,61
IN,Nashik,142
US,Omaha,25
US,Dallas,30
US,Salem,11
US,Jacksonville,29
US,Honolulu,25
US,San Francisco,46
US,Salt Lake City,21
IN,Chandigarh,116
US,Madison,33
US,Washington D.C.,21
US,Nashville,28
US,Austin,29
US,El Paso,25
US,Atlanta,30
US,Providence,21
US,Staten Island,17
IN,Mumbai,144
IN,New Delhi,164
US,Jackson,21
US,San Diego,52
US,San Antonio,34
US,Manhattan,25
US,Phoenix,47
IN,Bengaluru,129
US,Chicago,31
US,Hartford,20
US,Boise,17
IN,Delhi,161
US,Tucson,17
US,Baltimore,21
IN,Patna,150
IN,Gandhinagar,155
US,Miami,22
US,Fresno,64
IN,Nashik,139
US,Denver,25
IN,Thiruvananthapuram,102
IN,Nagpur,98
IN,Muzaffarnagar,156
US,Columbia,15
US,Seattle,12
US,Albuquerque,14
US,Oklahoma City,35
US,Las Vegas,43
US,Little Rock,22
US,Queens,23
IN,Visakhapatnam,156
US,Raleigh,25
US,Saint Paul,34
US,Tallahassee,24
US,Detroit,34
IN,Hāpur,149
US,Memphis,23
US,The Bronx,27
US,San Jose,42
US,Columbus,33
IN,Shillong,171
US,Portland,11
IN,Lucknow,160
IN,Hyderabad,157
US,Philadelphia,26
US,Milwaukee,37
US,Sacramento,38
US,Charlotte,21
US,Indianapolis,37
US,Springfield,24
IN,Thrissur,46
IN,Bhopal,124
US,Brooklyn,27
IN,Ghāziābād,161
IN,Chennai,119
IN,Jaipur,103
US,Los Angeles,63
US,Fort Worth,30
US,Houston,34
US,Boston,21
IN,Kolkata,159
US,Oakland,50
IN,Jaipur,117
IN,Muzaffarnagar,190
IN,New Delhi,179
IN,Delhi,186
IN,Thiruvananthapuram,128
US,Oklahoma City,56
US,Salem,12
US,Springfield,41
US,San Francisco,30
US,San Diego,50
US,Brooklyn,35
IN,Chandigarh,146
IN,Bengaluru,103
IN,Bhopal,140
US,Los Angeles,63
US,Fort Worth,25
IN,Ghāziābād,188
US,Phoenix,43
IN,Patna,158
IN,Hyderabad,154
US,Memphis,33
IN,Shillong,177
US,Honolulu,17
US,Raleigh,46
IN,Thrissur,16
IN,Kolkata,173
US,Jackson,25
US,Sacramento,25
US,Fresno,59
IN,Nashik,155
US,Miami,22
US,Las Vegas,53
US,Tucson,25
IN,Nagpur,86
US,Philadelphia,38
IN,Lucknow,187
US,Denver,46
IN,Visakhapatnam,129
US,Oakland,25
US,Boise,13
US,Little Rock,36
US,Baltimore,35
US,Boston,30
US,Albuquerque,13
IN,Hāpur,182
US,Seattle,16
US,Providence,30
US,Hartford,42
US,Staten Island,30
US,Charlotte,42
US,Atlanta,45
IN,Gandhinagar,147
US,Detroit,38
US,Chicago,47
IN,Mumbai,163
US,Tallahassee,25
US,Manhattan,36
US,Omaha,21
US,Columbus,24
US,San Jose,30
US,Austin,35
US,Jacksonville,29
US,Houston,36
IN,Chennai,85
US,Columbia,32
US,San Antonio,50
US,Dallas,38
US,Saint Paul,30
US,Washington D.C.,30
US,El Paso,20
US,Madison,49
US,The Bronx,34
US,Milwaukee,49
US,Queens,29
US,Salt Lake City,21
US,Portland,15
US,Nashville,34
US,Indianapolis,37
US,Jacksonville,32
IN,Thrissur,31
US,Columbia,22
US,Manhattan,46
US,Las Vegas,36
IN,Delhi,191
US,Washington D.C.,42
IN,Bengaluru,105
US,Chicago,54
US,Baltimore,52
US,Omaha,38
US,Springfield,39
IN,Ghāziābād,207
IN,Hyderabad,152
US,Brooklyn,45
US,Atlanta,28
US,Staten Island,51
US,Providence,38
US,Charlotte,43
US,Hartford,45
IN,Gandhinagar,124
US,Seattle,21
IN,Thiruvananthapuram,135
IN,Nagpur,140
US,Miami,23
US,Jackson,24
US,Memphis,30
US,Boston,42
IN,Mumbai,173
IN,Jaipur,125
US,Portland,13
US,El Paso,21
US,Dallas,39
US,Phoenix,44
IN,Bhopal,103
IN,New Delhi,179
IN,Chandigarh,119
US,Salt Lake City,8
US,Fresno,28
US,Oklahoma City,55
US,Philadelphia,55
US,Honolulu,17
US,Albuquerque,12
IN,Muzaffarnagar,191
IN,Patna,165
US,Saint Paul,46
US,Salem,18
IN,Visakhapatnam,111
US,Raleigh,46
IN,Chennai,78
US,San Diego,43
US,Tallahassee,23
US,San Antonio,42
US,Madison,49
US,Milwaukee,40
US,Columbus,41
US,Queens,43
US,Fort Worth,34
IN,Hāpur,177
US,Los Angeles,67
US,Detroit,25
US,The Bronx,43
IN,Shillong,187
US,Little Rock,27
US,Sacramento,9
US,Houston,50
US,Oakland,30
IN,Lucknow,184
IN,Kolkata,172
US,Denver,34
US,Nashville,30
IN,Nashik,164
US,Tucson,17
US,San Francisco,25
US,Boise,25
US,Austin,35
US,Indianapolis,49
US,San Jose,30
US,Milwaukee,38
US,El Paso,25
US,Tallahassee,32
IN,Delhi,181
US,Omaha,34
IN,Mumbai,168
US,Charlotte,46
US,Atlanta,18
US,Springfield,37
IN,Ghāziābād,182
IN,Lucknow,164
US,Saint Paul,34
IN,Chennai,99
US,Phoenix,48
US,Columbus,30
US,Washington D.C.,38
US,San Diego,54
US,Philadelphia,49
IN,New Delhi,184
IN,Bhopal,112
US,Fort Worth,17
US,Indianapolis,52
US,Tucson,17
US,Sacramento,9
US,Providence,25
US,Memphis,30
IN,Shillong,171
US,Portland,23
US,Staten Island,41
US,Madison,36
IN,Visakhapatnam,101
US,Austin,55
US,Brooklyn,35
IN,Hyderabad,116
US,Boise,21
US,Oakland,34
IN,Kolkata,168
US,Queens,36
US,Raleigh,42
IN,Patna,161
US,Nashville,20
US,Honolulu,13
US,Oklahoma City,21
US,Salem,25
US,Albuquerque,25
US,Fresno,62
IN,Chandigarh,148
US,Houston,53
US,The Bronx,35
US,Salt Lake City,18
US,Los Angeles,59
US,San Francisco,30
IN,Bengaluru,109
US,Detroit,32
IN,Hāpur,170
IN,Jaipur,121
US,San Jose,38
US,Baltimore,45
US,Denver,25
US,Chicago,38
US,Little Rock,25
IN,Nashik,155
US,Miami,23
IN,Thiruvananthapuram,109
US,Columbia,33
IN,Thrissur,39
US,Jacksonville,36
US,Jackson,34
US,Manhattan,38
IN,Nagpur,77
US,Las Vegas,25
US,Hartford,45
US,Seattle,21
IN,Muzaffarnagar,169
US,Boston,25
US,Dallas,30
US,San Antonio,55
IN,Gandhinagar,143
US,Fresno,60
IN,Hāpur,175
IN,Nashik,142
US,Houston,13
IN,Patna,164
IN,Shillong,166
US,San Jose,38
US,Detroit,27
US,Salem,20
US,Indianapolis,32
US,The Bronx,27
IN,Mysore,82
US,Austin,17
US,Los Angeles,70
IN,Muzaffarnagar,213
US,Nashville,31
US,Boston,21
US,Salt Lake City,29
US,Brooklyn,29
US,Memphis,23
US,Chicago,24
US,Baltimore,25
US,Denver,34
US,Little Rock,19
US,Phoenix,42
US,Springfield,30
US,Albuquerque,33
IN,Ghāziābād,200
IN,Hyderabad,125
US,Portland,11
US,Oklahoma City,23
IN,Jaipur,125
IN,Chandigarh,157
US,San Francisco,34
US,Madison,28
US,Honolulu,17
IN,Bengaluru,119
US,Milwaukee,24
US,Atlanta,26
US,Omaha,30
IN,Mumbai,168
US,Washington D.C.,21
US,Tucson,21
US,Manhattan,25
IN,New Delhi,180
US,Staten Island,24
US,Saint Paul,34
IN,Delhi,180
US,El Paso,33
IN,Chennai,99
US,Boise,17
US,Columbus,41
US,Providence,17
US,San Diego,56
US,Oakland,42
US,Philadelphia,43
IN,Visakhapatnam,127
US,Queens,27
US,San Antonio,17
IN,Lucknow,169
US,Raleigh,25
IN,Thrissur,38
IN,Gandhinagar,162
US,Tallahassee,21
US,Seattle,29
IN,Bhopal,107
US,Las Vegas,32
IN,Thiruvananthapuram,98
IN,Nagpur,82
US,Columbia,26
US,Charlotte,21
US,Jacksonville,31
US,Fort Worth,17
US,Jackson,22
US,Sacramento,21
US,Hartford,16
IN,Kolkata,163
US,Dallas,21
US,Miami,28
US,Denver,53
IN,Chandigarh,148
IN,Chennai,89
US,Milwaukee,26
US,Queens,21
US,Tallahassee,17
IN,Bhopal,122
IN,Nashik,153
US,Austin,9
US,Philadelphia,34
US,Boise,17
US,Memphis,27
IN,Thrissur,14
US,Salt Lake City,19
US,San Diego,51
US,Madison,27
US,Tucson,25
IN,Muzaffarnagar,175
US,Portland,13
IN,Patna,173
US,Salem,25
IN,Mysore,74
US,Las Vegas,21
IN,Visakhapatnam,105
US,Raleigh,21
US,Fresno,57
US,San Antonio,17
US,Nashville,25
US,Honolulu,17
US,Jacksonville,42
US,San Francisco,42
US,Columbus,25
US,Fort Worth,17
US,Albuquerque,32
US,Saint Paul,50
US,Oklahoma City,35
US,Columbia,4
US,Manhattan,20
IN,Nagpur,105
IN,Thiruvananthapuram,125
US,Phoenix,35
US,San Jose,50
IN,Mumbai,153
US,The Bronx,23
US,Indianapolis,20
US,Miami,26
IN,Bengaluru,124
US,Sacramento,38
US,Jackson,12
US,Chicago,23
US,Providence,17
US,Baltimore,25
US,Staten Island,20
US,Charlotte,25
IN,Shillong,171
IN,Hyderabad,127
US,Springfield,20
IN,Gandhinagar,162
US,Hartford,15
US,Seattle,33
IN,Delhi,175
US,Brooklyn,23
US,Los Angeles,70
US,Washington D.C.,25
US,Atlanta,18
IN,Ghāziābād,185
US,Houston,13
IN,Kolkata,151
IN,Lucknow,176
US,Omaha,38
US,Dallas,22
US,Oakland,50
IN,Jaipur,119
US,Detroit,25
US,El Paso,38
IN,Hāpur,174
IN,New Delhi,179
US,Little Rock,26
US,Boston,17
US,Las Vegas,31
IN,Gandhinagar,134
IN,Bhopal,111
US,Tallahassee,23
US,Hartford,17
US,Seattle,37
US,Jackson,28
US,Raleigh,21
IN,Visakhapatnam,86
IN,Kolkata,163
US,Dallas,21
US,Oakland,50
US,Queens,24
US,Manhattan,21
US,Philadelphia,30
US,Boise,25
US,Miami,18
US,El Paso,30
US,Columbus,35
US,Jacksonville,28
IN,Nagpur,107
US,Sacramento,38
US,Milwaukee,47
US,Columbia,5
US,Fort Worth,30
IN,New Delhi,104
IN,Lucknow,157
US,Omaha,34
IN,Mumbai,115
IN,Delhi,112
US,Atlanta,30
US,Providence,17
IN,Thiruvananthapuram,93
US,Staten Island,21
IN,Patna,173
US,Washington D.C.,17
US,San Diego,52
IN,Chennai,88
US,Tucson,21
US,Albuquerque,31
US,Phoenix,23
IN,Muzaffarnagar,76
US,Indianapolis,30
US,Portland,26
US,Oklahoma City,28
IN,Hyderabad,103
US,Saint Paul,42
US,Chicago,36
IN,Chandigarh,67
US,Baltimore,21
US,Memphis,26
IN,Bengaluru,89
IN,Jaipur,151
US,Madison,42
US,Los Angeles,53
US,Salt Lake City,45
US,Denver,38
IN,Nashik,144
US,Boston,21
US,Little Rock,22
US,San Antonio,29
US,Charlotte,25
US,Springfield,34
US,Houston,23
IN,Ghāziābād,99
US,Brooklyn,22
US,San Francisco,46
US,Honolulu,17
US,San Jose,53
IN,Shillong,160
IN,Mysore,73
US,The Bronx,20
US,Salem,51
US,Austin,42
IN,Hāpur,68
US,Detroit,35
US,Fresno,60
US,Nashville,25
US,Dallas,28
US,San Antonio,34
US,Jacksonville,30
IN,Bhopal,124
US,Seattle,23
US,Los Angeles,34
US,Hartford,35
IN,Gandhinagar,110
US,Manhattan,33
US,Columbus,45
IN,Mysore,68
US,Miami,25
IN,Thiruvananthapuram,112
US,Las Vegas,34
US,Jackson,31
IN,Nagpur,89
US,Chicago,37
US,Albuquerque,41
US,Oklahoma City,38
US,Baltimore,34
US,Honolulu,17
US,Little Rock,33
US,Denver,30
IN,Hāpur,82
IN,Nashik,148
US,Fresno,32
US,Detroit,38
US,Salt Lake City,58
US,Houston,34
IN,Jaipur,116
IN,Muzaffarnagar,119
US,The Bronx,37
US,San Francisco,53
IN,Chandigarh,97
US,Boston,34
US,San Jose,46
US,Boise,34
IN,Lucknow,103
US,Austin,46
US,Staten Island,35
US,Atlanta,43
US,Tucson,9
IN,Patna,153
US,Fort Worth,30
US,Sacramento,30
US,Portland,40
US,Salem,52
US,Providence,34
IN,Hyderabad,87
IN,Shillong,187
US,Charlotte,34
IN,New Delhi,151
US,Philadelphia,49
IN,Mumbai,160
US,San Diego,42
US,Phoenix,18
IN,Bengaluru,89
IN,Chennai,85
US,Washington D.C.,30
IN,Delhi,144
US,Saint Paul,57
US,Nashville,34
US,Madison,40
US,Raleigh,38
US,Queens,33
IN,Ghāziābād,124
US,Indianapolis,43
US,Springfield,38
US,Tallahassee,27
US,El Paso,30
US,Milwaukee,42
US,Omaha,34
US,Brooklyn,35
IN,Visakhapatnam,94
US,Oakland,53
US,Memphis,35
IN,Kolkata,174
US,Las Vegas,19
US,Omaha,46
US,San Antonio,22
US,Dallas,28
US,Tucson,17
US,Providence,42
US,Denver,25
IN,Chennai,84
US,Staten Island,43
US,Salt Lake City,28
IN,Nashik,152
US,Miami,17
US,Seattle,18
US,El Paso,25
IN,New Delhi,162
US,Jacksonville,25
US,Manhattan,39
IN,Mumbai,162
IN,Patna,156
IN,Gandhinagar,136
US,Oakland,30
US,Brooklyn,44
IN,Chandigarh,98
US,Springfield,42
IN,Muzaffarnagar,153
US,San Jose,21
US,The Bronx,48
IN,Bhopal,147
IN,Jaipur,121
US,Tallahassee,39
US,Albuquerque,13
US,Salem,15
IN,Visakhapatnam,104
US,Queens,48
US,Fort Worth,30
IN,Mysore,57
IN,Nagpur,92
US,Nashville,38
US,Sacramento,21
US,San Francisco,30
IN,Hāpur,151
US,Madison,43
IN,Lucknow,171
IN,Ghāziābād,179
US,Memphis,29
US,Milwaukee,48
US,Raleigh,42
US,Austin,25
US,Houston,28
US,Atlanta,40
US,Indianapolis,45
US,Boise,25
US,Boston,50
US,Fresno,44
US,Oklahoma City,45
US,Charlotte,46
US,Hartford,56
US,Portland,16
US,Honolulu,21
US,Jackson,44
US,Chicago,45
US,Little Rock,30
US,Saint Paul,30
US,Los Angeles,46
IN,Thiruvananthapuram,60
IN,Bengaluru,99
US,Detroit,50
IN,Delhi,171
US,San Diego,41
IN,Shillong,183
US,Columbus,37
IN,Kolkata,167
US,Baltimore,42
US,Washington D.C.,34
US,Philadelphia,51
US,Phoenix,21
IN,Hyderabad,81
IN,Shillong,153
US,San Jose,30
US,Columbus,36
US,Detroit,57
US,Houston,25
US,The Bronx,57
IN,Hyderabad,95
US,San Diego,41
US,Oklahoma City,22
IN,New Delhi,153
IN,Kolkata,178
IN,Delhi,154
IN,Bengaluru,93
US,Chicago,29
US,Little Rock,22
US,San Antonio,13
US,Dallas,20
US,Manhattan,56
US,Baltimore,50
US,Albuquerque,17
US,Charlotte,42
US,Oakland,30
US,Fresno,51
US,Salt Lake City,6
US,San Francisco,25
US,Providence,34
US,Las Vegas,27
US,Phoenix,34
US,Honolulu,17
US,Sacramento,21
US,Denver,17
US,Staten Island,58
US,Atlanta,45
US,Saint Paul,30
US,Milwaukee,30
US,Los Angeles,56
US,Philadelphia,57
US,Omaha,17
US,Washington D.C.,32
US,Jacksonville,30
US,Seattle,23
US,Hartford,44
US,Miami,18
US,Brooklyn,55
US,Springfield,52
US,Indianapolis,45
US,El Paso,13
US,Boston,46
US,Tucson,21
US,Portland,21
US,Queens,48
US,Fort Worth,13
US,Boise,17
IN,Jaipur,111
US,Memphis,31
US,Austin,21
US,Nashville,30
US,Raleigh,38
US,Tallahassee,27
US,Jackson,25
US,Madison,35
US,Salem,23
IN,Mysore,62
IN,Ghāziābād,152
IN,Gandhinagar,152
IN,Hāpur,100
IN,Lucknow,170
IN,Nashik,129
IN,Chennai,87
IN,Bhopal,149
IN,Mumbai,168
IN,Visakhapatnam,113
IN,Chandigarh,89
IN,Muzaffarnagar,122
IN,Nagpur,99
IN,Thiruvananthapuram,73
IN,Patna,111
US,Salt Lake City,11
US,Fresno,58
US,Tucson,17
US,Tallahassee,21
US,Philadelphia,35
US,Portland,37
US,Boise,30
US,Jackson,23
US,San Jose,30
IN,Jaipur,134
IN,Nagpur,94
IN,Muzaffarnagar,176
US,Houston,30
US,Los Angeles,53
US,The Bronx,48
US,Queens,40
US,Las Vegas,18
US,Raleigh,25
IN,Patna,110
US,Oakland,38
IN,Chandigarh,113
IN,Gandhinagar,159
US,Hartford,59
US,Seattle,32
US,Honolulu,13
US,Saint Paul,17
US,Salem,34
US,San Francisco,34
US,Nashville,19
US,Boston,42
US,Austin,25
US,Oklahoma City,17
US,Jacksonville,32
US,San Diego,24
US,San Antonio,25
US,Milwaukee,15
US,Fort Worth,13
US,Memphis,16
US,Denver,13
US,Miami,25
US,Madison,18
US,Columbus,45
US,Albuquerque,8
US,Manhattan,52
IN,Lucknow,112
US,Dallas,23
US,Sacramento,17
US,Washington D.C.,27
US,Charlotte,25
IN,Hyderabad,109
US,Phoenix,14
US,Chicago,19
US,Baltimore,34
IN,Hāpur,179
IN,Kolkata,155
IN,Shillong,100
US,Little Rock,18
IN,Mysore,74
IN,Chennai,87
US,Providence,30
US,Staten Island,40
US,Atlanta,27
US,Detroit,28
IN,Delhi,182
IN,Bengaluru,108
IN,Thiruvananthapuram,76
US,Brooklyn,46
US,El Paso,17
US,Springfield,22
IN,New Delhi,183
US,Omaha,25
IN,Ghāziābād,181
US,Indianapolis,33
IN,Mumbai,116
IN,Bhopal,99
IN,Nashik,93
IN,Visakhapatnam,89
US,Detroit,17
US,Jackson,19
US,Memphis,20
US,Philadelphia,28
US,Los Angeles,50
US,Houston,17
IN,Thrissur,52
IN,Chennai,105
IN,Nagpur,74
IN,Delhi,194
IN,Thiruvananthapuram,78
US,Columbus,21
US,San Jose,34
US,Little Rock,22
US,Boston,38
US,The Bronx,21
US,San Antonio,17
IN,Bhopal,132
IN,Hāpur,167
IN,Nashik,109
IN,Visakhapatnam,108
IN,Bengaluru,96
IN,Muzaffarnagar,175
IN,Patna,107
IN,Chandigarh,129
IN,Jaipur,120
IN,Kolkata,113
IN,New Delhi,183
IN,Mysore,65
IN,Hyderabad,138
IN,Ghāziābād,221
IN,Lucknow,111
IN,Gandhinagar,164
IN,Shillong,76
IN,Mumbai,116
US,Albuquerque,20
US,Fort Worth,13
US,Denver,21
US,San Francisco,46
US,Charlotte,21
US,Madison,16
US,Salem,40
US,Honolulu,17
US,Tucson,9
US,Boise,21
US,Fresno,42
US,Sacramento,34
US,Portland,33
US,Saint Paul,21
US,Brooklyn,30
US,Indianapolis,20
US,Springfield,12
US,Oakland,46
US,Salt Lake City,14
US,Nashville,25
US,Austin,17
US,El Paso,21
US,Dallas,18
US,Manhattan,37
US,Hartford,62
US,Seattle,25
US,Miami,25
US,San Diego,15
US,Omaha,17
US,Milwaukee,17
US,Washington D.C.,32
US,Oklahoma City,20
US,Tallahassee,22
US,Providence,21
US,Atlanta,24
US,Staten Island,49
US,Queens,24
US,Jacksonville,26
US,Phoenix,9
US,Chicago,15
US,Las Vegas,22
US,Raleigh,25
US,Baltimore,30
US,Phoenix,24
US,Fresno,56
US,Atlanta,18
IN,Bengaluru,107
IN,Kolkata,117
US,Salem,48
US,Madison,23
IN,Patna,133
IN,Nagpur,103
US,Los Angeles,46
IN,Delhi,172
US,Philadelphia,20
US,Honolulu,21
US,Nashville,21
US,Staten Island,17
US,Queens,14
US,Manhattan,14
IN,Thiruvananthapuram,86
US,Springfield,18
US,Albuquerque,13
IN,Muzaffarnagar,180
US,Salt Lake City,23
US,Sacramento,38
IN,Nashik,114
US,Providence,13
US,Seattle,26
US,San Francisco,42
US,Miami,28
IN,Shillong,73
IN,Gandhinagar,165
US,Tucson,21
IN,Chennai,97
US,Charlotte,13
US,Brooklyn,18
US,Oakland,53
US,The Bronx,23
US,Fort Worth,17
US,Denver,13
US,Chicago,18
US,Dallas,22
IN,Hāpur,168
US,Omaha,25
US,Baltimore,14
IN,Thrissur,35
US,Las Vegas,29
US,Washington D.C.,9
IN,Ghāziābād,181
US,San Jose,50
US,Indianapolis,28
IN,Jaipur,125
US,Tallahassee,23
IN,Mumbai,151
US,Houston,24
IN,New Delhi,172
US,Hartford,8
US,Portland,39
US,Raleigh,13
US,Saint Paul,30
IN,Visakhapatnam,87
US,Little Rock,25
US,Boston,13
US,Columbus,23
US,Milwaukee,21
IN,Lucknow,135
IN,Hyderabad,105
IN,Mysore,69
US,San Antonio,28
US,Memphis,18
US,Detroit,18
US,San Diego,19
US,Jacksonville,20
IN,Chandigarh,164
US,Oklahoma City,20
US,El Paso,24
IN,Bhopal,122
US,Jackson,17
US,Boise,46
US,Austin,25
US,Jacksonville,32
US,Tucson,17
US,Hartford,16
US,Denver,17
US,Chicago,18
US,Phoenix,23
US,Sacramento,53
US,El Paso,25
US,Baltimore,26
US,Boise,25
US,Oklahoma City,18
IN,Hāpur,164
US,Las Vegas,27
US,Miami,27
IN,Ghāziābād,173
US,Atlanta,29
US,San Jose,50
US,Salt Lake City,20
US,Nashville,21
IN,Jaipur,125
US,Queens,24
IN,Mumbai,163
IN,Nashik,145
IN,Gandhinagar,160
IN,New Delhi,165
US,Charlotte,21
US,Dallas,27
US,Omaha,25
US,The Bronx,27
US,Fort Worth,17
US,Washington D.C.,21
IN,Kolkata,158
US,Houston,23
US,Tallahassee,43
IN,Shillong,68
US,Indianapolis,38
US,Fresno,58
US,Manhattan,22
US,Little Rock,30
US,San Francisco,50
US,Seattle,33
IN,Patna,159
US,Madison,19
US,Memphis,19
US,Los Angeles,34
US,Philadelphia,43
US,Honolulu,21
US,Providence,17
US,San Antonio,30
US,Milwaukee,21
IN,Hyderabad,114
IN,Mysore,67
US,Oakland,53
IN,Lucknow,153
IN,Bengaluru,112
US,Staten Island,25
IN,Thiruvananthapuram,101
IN,Nagpur,120
IN,Chennai,82
US,Salem,29
US,Austin,25
IN,Chandigarh,155
IN,Delhi,163
US,Springfield,28
IN,Bhopal,122
US,Boston,17
IN,Visakhapatnam,115
US,San Diego,23
US,Raleigh,21
US,Brooklyn,24
US,Portland,36
US,Detroit,24
US,Saint Paul,25
US,Columbus,40
IN,Muzaffarnagar,176
US,Jackson,35
US,Albuquerque,18
US,Memphis,26
IN,Chennai,102
IN,Lucknow,158
US,Queens,22
IN,Gandhinagar,151
US,El Paso,21
US,Oklahoma City,30
US,Saint Paul,50
US,Salem,10
US,Providence,13
US,Los Angeles,42
US,Philadelphia,32
US,Honolulu,21
US,Miami,39
IN,Delhi,154
US,Sacramento,21
US,Raleigh,21
IN,Hāpur,149
US,Las Vegas,37
IN,Thiruvananthapuram,82
US,Washington D.C.,21
US,Staten Island,18
US,Salt Lake City,10
US,Tucson,17
US,Omaha,42
US,Albuquerque,15
US,Baltimore,21
IN,Mysore,85
US,Nashville,28
US,Phoenix,33
US,Denver,21
IN,Nashik,150
IN,Nagpur,100
US,Madison,23
US,Tallahassee,48
IN,Ghāziābād,157
US,Jackson,33
US,Little Rock,36
US,San Francisco,34
IN,Visakhapatnam,108
US,The Bronx,27
US,Atlanta,21
IN,Muzaffarnagar,159
IN,New Delhi,154
US,Detroit,24
US,Portland,12
US,Boston,21
US,Indianapolis,29
US,Columbus,35
US,Springfield,26
IN,Jaipur,123
US,San Jose,34
IN,Kolkata,157
US,Seattle,14
IN,Bhopal,137
US,Brooklyn,25
IN,Patna,164
US,Jacksonville,35
US,Boise,21
IN,Mumbai,155
IN,Hyderabad,112
US,Charlotte,21
IN,Shillong,105
IN,Chandigarh,85
US,Chicago,19
IN,Thrissur,25
US,Fresno,41
US,Hartford,18
US,Manhattan,18
IN,Bengaluru,122
US,Oakland,34
US,Milwaukee,22
US,Oklahoma City,19
US,Los Angeles,63
US,Raleigh,38
US,Memphis,18
US,Little Rock,28
US,Honolulu,17
IN,Visakhapatnam,145
US,Fresno,77
US,Jackson,15
US,Boston,38
US,Jackson,15
US,Austin,14
US,Columbus,16
US,Boise,30
US,Milwaukee,33
US,Omaha,38
US,Portland,16
US,Raleigh,38
US,Washington D.C.,21
US,Staten Island,53
US,Oakland,61
US,Providence,42
US,Indianapolis,53
US,Memphis,18
US,Charlotte,37
US,Hartford,50
US,Sacramento,65
US,Brooklyn,60
